City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,Tiarei,-17.5333,-149.3333,87.82,83,28,19.17,PF,2023-01-26 01:11:16
298,Viking,53.1001,-111.7684,23.29,96,96,5.99,CA,2023-01-26 01:11:17
299,Kavieng,-2.5744,150.7967,83.8,70,100,9.22,PG,2023-01-26 01:11:17
300,Ursulo Galvan,22.7333,-98.3,65.34,52,0,8.88,MX,2023-01-26 01:11:18
301,Moranbah,-22.0016,148.0466,84.65,57,2,14.09,AU,2023-01-26 01:11:18
302,Angostura,25.3667,-108.1833,63.95,20,92,10.63,MX,2023-01-26 01:11:19
303,Sernur,56.9333,49.1536,21.02,92,100,16.04,RU,2023-01-26 01:11:19
304,Antalaha,-14.9003,50.2788,73.94,93,99,4.74,MG,2023-01-26 01:11:20
305,Santiago Del Estero,-27.7951,-64.2615,74.23,85,30,6.6,AR,2023-01-26 01:11:20
306,Hambantota,6.1241,81.1185,73.47,83,98,11.03,LK,2023-01-26 01:11:21
307,Bundaberg,-24.85,152.35,87.22,65,65,5.01,AU,2023-01-26 01:11:21
308,Banda Aceh,5.5577,95.3222,76.87,85,93,8.3,ID,2023-01-26 01:11:22
309,Edd,13.9297,41.6925,77.14,62,3,14.56,ER,2023-01-26 01:11:22
310,Gravelbourg,49.8834,-106.5512,13.77,97,71,5.99,CA,2023-01-26 01:11:23
311,Aquiraz,-3.9014,-38.3911,80.46,81,93,7.72,BR,2023-01-26 01:11:23
312,Ayna,-12.65,-73.9167,60.76,96,92,0.96,PE,2023-01-26 01:11:24
313,Price,39.5994,-110.8107,25.86,50,0,12.66,US,2023-01-26 01:11:24
314,Mount Gambier,-37.8333,140.7667,68.05,38,7,8.86,AU,2023-01-26 01:11:25
315,Port Macquarie,-31.4333,152.9167,83.35,55,0,7.7,AU,2023-01-26 01:11:25
316,Rocha,-34.4833,-54.3333,66.94,88,100,6.46,UY,2023-01-26 01:11:26
317,Tumpat,6.1978,102.171,75.02,82,100,5.03,MY,2023-01-26 01:11:27
318,Salalah,17.0151,54.0924,75.29,69,75,10.36,OM,2023-01-26 01:11:27
319,Arlit,18.7369,7.3853,73.08,13,70,7.4,NE,2023-01-26 01:11:28
320,Solwezi,-12.1688,26.3894,59.04,91,100,7.38,ZM,2023-01-26 01:11:28
321,Pangody,65.85,74.4859,-3.48,99,50,8.93,RU,2023-01-26 01:11:29
322,Eydhafushi,5.1033,73.0708,78.3,83,100,13.11,MV,2023-01-26 01:11:29
323,Komsomolskiy,40.4272,71.7189,16.52,86,5,6.91,UZ,2023-01-26 01:11:30
324,Chuy,-33.6971,-53.4616,72.46,77,100,9.4,UY,2023-01-26 01:11:30
325,Ilulissat,69.2167,-51.1,23.02,86,100,0.0,GL,2023-01-26 01:11:31
326,Maxixe,-23.8597,35.3472,77.38,68,43,13.02,MZ,2023-01-26 01:11:31
327,Pasighat,28.0667,95.3333,58.32,53,88,2.86,IN,2023-01-26 01:11:31
328,Vila,42.0304,-8.1588,32.88,81,15,5.03,PT,2023-01-26 01:11:32
329,Seoul,37.5683,126.9778,20.64,84,100,3.89,KR,2023-01-26 01:09:28
330,Izvoarele Sucevei,47.75,25.1833,17.94,92,6,2.24,RO,2023-01-26 01:11:33
331,Fayaoue,-20.65,166.5333,82.87,75,1,6.58,NC,2023-01-26 01:11:33
332,Longyearbyen,78.2186,15.6401,15.64,62,40,17.27,SJ,2023-01-26 01:11:34
333,Fort Nelson,58.8053,-122.7002,32.07,94,100,4.27,CA,2023-01-26 01:11:35
334,Cherskiy,68.75,161.3,-32.22,97,24,1.95,RU,2023-01-26 01:11:35
335,Mujiayingzi,42.1167,118.7833,4.62,72,0,5.35,CN,2023-01-26 01:11:35
336,Grand Gaube,-20.0064,57.6608,74.37,90,100,3.0,MU,2023-01-26 01:11:36
337,Hohhot,40.8106,111.6522,4.62,65,92,3.96,CN,2023-01-26 01:11:36
338,Mandera,3.9366,41.867,77.13,33,0,6.2,KE,2023-01-26 01:11:37
339,Novobirilyussy,56.9514,90.6661,11.17,93,100,11.95,RU,2023-01-26 01:11:37
340,Alugan,12.2188,125.4808,78.21,90,100,21.18,PH,2023-01-26 01:11:37
341,Marystown,47.1666,-55.1483,25.2,66,46,12.64,CA,2023-01-26 01:11:38
342,Havre-Saint-Pierre,50.2334,-63.5986,6.24,71,59,5.03,CA,2023-01-26 01:11:38
343,Bambous Virieux,-20.3428,57.7575,74.21,92,100,13.33,MU,2023-01-26 01:11:39
344,Luangwa,-15.6167,30.4167,69.98,99,100,4.29,ZM,2023-01-26 01:11:39
345,Bambanglipuro,-7.95,110.2833,80.11,79,100,7.23,ID,2023-01-26 01:11:40
346,Boone,39.0334,-92.3335,34.65,81,100,3.0,US,2023-01-26 01:11:40
347,Ketchikan,55.3422,-131.6461,45.07,100,100,11.5,US,2023-01-26 01:11:41
348,Khovu-Aksy,51.1333,93.6,-14.64,92,9,5.77,RU,2023-01-26 01:11:41
349,Sarangani,5.4033,125.4636,81.66,77,100,10.25,PH,2023-01-26 01:11:42
350,Makakilo City,21.3469,-158.0858,79.12,60,0,9.22,US,2023-01-26 01:11:42
351,Sambava,-14.2667,50.1667,74.71,91,99,5.75,MG,2023-01-26 01:11:42
352,Pescara,42.3333,13.95,41.99,95,100,4.45,IT,2023-01-26 01:07:51
353,Ulaanbaatar,47.9077,106.8832,-30.87,61,28,2.24,MN,2023-01-26 01:11:43
354,Kroonstad,-27.6504,27.2349,61.34,78,7,13.44,ZA,2023-01-26 01:11:43
355,Yabelo,4.8833,38.0833,59.99,44,2,9.51,ET,2023-01-26 01:11:44
356,Banjar,-8.19,114.9675,82.27,76,100,4.61,ID,2023-01-26 01:11:44
357,Sovetskiy,61.3614,63.5842,15.85,93,100,12.71,RU,2023-01-26 01:11:45
358,Turayf,31.6725,38.6637,47.46,61,60,9.4,SA,2023-01-26 01:11:45
359,Faanui,-16.4833,-151.75,81.7,77,80,17.45,PF,2023-01-26 01:11:45
360,Foix,42.8333,1.5833,30.0,94,89,3.89,FR,2023-01-26 01:11:46
361,Takoradi,4.8845,-1.7554,79.84,86,0,8.55,GH,2023-01-26 01:11:46
362,Mersing,2.4312,103.8405,76.6,86,100,10.0,MY,2023-01-26 01:11:47
363,Abha,18.2164,42.5053,52.05,54,0,14.97,SA,2023-01-26 01:11:47
364,Clyde River,70.4692,-68.5914,-10.97,70,100,12.66,CA,2023-01-26 01:11:48
365,Qaanaaq,77.484,-69.3632,-1.8,62,89,7.18,GL,2023-01-26 01:11:48
366,Zhigansk,66.7697,123.3711,-36.89,98,99,5.41,RU,2023-01-26 01:11:49
367,Bandarbeyla,9.4942,50.8122,75.6,66,100,15.52,SO,2023-01-26 01:11:49
368,Zhuhai,22.2769,113.5678,56.98,72,40,10.36,CN,2023-01-26 01:11:50
369,Xiazhen,34.8022,117.1117,28.24,37,89,1.01,CN,2023-01-26 01:11:50
370,Maragogi,-9.0122,-35.2225,77.97,74,3,9.01,BR,2023-01-26 01:11:51
371,Amapa,1.0,-52.0,70.39,98,100,2.3,BR,2023-01-26 01:11:51
372,Altoona,40.5187,-78.3947,39.45,94,100,6.02,US,2023-01-26 01:11:51
373,Fukue,32.6881,128.8419,46.02,79,100,7.49,JP,2023-01-26 01:11:52
374,Kinango,-4.1372,39.3153,69.82,96,22,4.03,KE,2023-01-26 01:11:52
375,Vardo,70.3705,31.1107,31.98,74,40,17.27,NO,2023-01-26 01:11:53
376,Xuddur,4.1213,43.8894,67.57,66,2,15.23,SO,2023-01-26 01:11:53
377,Inhumas,-16.3578,-49.4961,73.13,95,100,2.55,BR,2023-01-26 01:11:54
378,Comodoro Rivadavia,-45.8667,-67.5,66.29,40,0,27.6,AR,2023-01-26 01:11:54
379,Lebu,-37.6167,-73.65,58.06,83,3,13.33,CL,2023-01-26 01:11:55
380,Roebourne,-20.7833,117.1333,92.23,48,12,8.32,AU,2023-01-26 01:11:55
381,Olafsvik,64.8945,-23.7142,40.93,87,100,29.04,IS,2023-01-26 01:11:55
382,Okha,53.5739,142.9478,-3.5,88,100,23.11,RU,2023-01-26 01:11:56
383,Creel,27.75,-107.6333,40.66,18,100,5.19,MX,2023-01-26 01:11:56
384,Talcahuano,-36.7167,-73.1167,60.48,72,0,12.66,CL,2023-01-26 01:11:57
385,Gat,31.61,34.7642,53.4,78,0,3.89,IL,2023-01-26 01:11:57
386,Sarkand,45.41,79.9186,9.05,65,0,6.49,KZ,2023-01-26 01:11:58
387,Muisne,0.6,-80.0333,77.04,84,48,7.09,EC,2023-01-26 01:11:58
388,Turukhansk,65.8167,87.9833,-2.51,95,100,17.98,RU,2023-01-26 01:11:58
389,Khandyga,62.6667,135.6,-55.07,100,60,1.05,RU,2023-01-26 01:11:59
390,Jining,35.405,116.5814,25.77,38,100,2.51,CN,2023-01-26 01:11:59
391,Vostok,46.4856,135.8833,-15.09,87,100,2.89,RU,2023-01-26 01:12:00
392,Surazh,53.0175,32.3918,25.07,89,34,5.84,RU,2023-01-26 01:12:00
393,Sungaipenuh,-2.0833,101.3833,67.73,74,100,1.5,ID,2023-01-26 01:12:01
394,Porbandar,21.6422,69.6093,58.08,47,0,13.35,IN,2023-01-26 01:12:01
395,Chilca,-12.5211,-76.7372,72.84,78,100,5.75,PE,2023-01-26 01:12:02
396,Aripuana,-9.1667,-60.6333,72.86,98,84,2.28,BR,2023-01-26 01:12:02
397,Panaba,21.2833,-88.2667,73.74,84,4,4.18,MX,2023-01-26 01:12:03
398,Sept-Iles,50.2001,-66.3821,0.05,68,96,3.0,CA,2023-01-26 01:09:15
399,Dekar,-21.5333,21.9333,75.11,34,65,11.25,BW,2023-01-26 01:11:23
400,Kaeo,-35.1,173.7833,69.04,85,90,14.52,NZ,2023-01-26 01:12:04
401,Aranos,-24.1333,19.1167,76.77,48,97,16.2,,2023-01-26 01:12:04
402,Pocatello,42.8713,-112.4455,19.31,86,100,0.0,US,2023-01-26 01:07:56
403,Camana,-16.6228,-72.7111,72.64,84,49,3.56,PE,2023-01-26 01:12:06
404,Teya,60.3778,92.6267,-12.37,95,100,5.03,RU,2023-01-26 01:12:06
405,Hvolsvollur,63.7533,-20.2243,36.66,82,100,11.63,IS,2023-01-26 01:12:07
406,Sorong,-0.8833,131.25,83.1,69,100,2.89,ID,2023-01-26 01:12:07
407,Sukhodol,53.9006,51.2117,-0.09,99,57,4.74,RU,2023-01-26 01:12:08
408,Abu Kamal,34.4506,40.9171,51.3,42,98,6.64,SY,2023-01-26 01:12:09
409,Pandan,14.0453,124.1694,76.86,86,100,20.54,PH,2023-01-26 01:12:09
410,Mattru,7.6244,-11.8332,75.56,89,100,2.35,SL,2023-01-26 01:12:09
411,Karratha,-20.7377,116.8463,91.44,49,30,8.77,AU,2023-01-26 01:12:10
412,Alta Floresta,-9.8756,-56.0861,72.28,95,71,1.39,BR,2023-01-26 01:12:11
413,Sitka,57.0531,-135.33,44.62,98,100,8.88,US,2023-01-26 01:12:11
414,Majene,-3.5403,118.9707,82.02,76,100,5.53,ID,2023-01-26 01:12:12
415,Ouadda,8.0777,22.4007,69.94,33,31,5.46,CF,2023-01-26 01:12:12
416,Trapani,37.8333,12.6667,43.27,75,99,2.84,IT,2023-01-26 01:12:13
417,Kadungora,-7.0899,107.8864,74.53,72,90,1.72,ID,2023-01-26 01:12:13
418,Amga,60.8953,131.9608,-36.45,98,100,0.67,RU,2023-01-26 01:12:14
419,Srednekolymsk,67.45,153.6833,-32.58,97,97,1.16,RU,2023-01-26 01:12:14
420,Qurayyat,31.3318,37.3428,50.7,67,0,6.91,SA,2023-01-26 01:12:15
421,Bay Saint Louis,30.3088,-89.33,48.29,73,75,8.05,US,2023-01-26 01:12:16
422,Ahipara,-35.1667,173.1667,72.03,72,93,15.23,NZ,2023-01-26 01:12:16
423,Solnechnyy,50.7214,136.6319,-5.89,88,100,1.68,RU,2023-01-26 01:12:17
424,Mantua,45.1667,10.7833,42.04,83,100,3.0,IT,2023-01-26 01:12:17
425,Manglaur,29.8,77.8667,53.73,90,0,6.02,IN,2023-01-26 01:12:18
426,Asau,46.4333,26.4,27.52,94,38,1.77,RO,2023-01-26 01:12:18
427,Luderitz,-26.6481,15.1594,63.0,67,0,17.98,,2023-01-26 01:12:19
428,San Felipe,10.3399,-68.7425,68.41,96,92,3.33,VE,2023-01-26 01:12:19
429,Tazovskiy,67.4667,78.7,9.0,95,100,9.46,RU,2023-01-26 01:12:20
430,Crisan,44.9667,29.4667,38.41,72,100,6.87,RO,2023-01-26 01:12:20
431,Vestmannaeyjar,63.4427,-20.2734,43.75,75,100,21.27,IS,2023-01-26 01:12:21
432,Turcianske Teplice,48.8623,18.8605,29.66,92,100,2.1,SK,2023-01-26 01:12:21
433,Ormara,25.2088,64.6357,58.91,32,0,12.59,PK,2023-01-26 01:12:22
434,Mangawan,24.6833,81.55,59.63,73,20,4.85,IN,2023-01-26 01:12:22
435,Enumclaw,47.2043,-121.9915,45.16,91,89,1.01,US,2023-01-26 01:12:21
436,Miri,4.4148,114.0089,79.23,86,47,3.76,MY,2023-01-26 01:12:23
437,Gioia Tauro,38.424,15.899,50.52,85,32,4.79,IT,2023-01-26 01:12:23
438,Akyab,20.15,92.9,64.72,64,1,5.32,MM,2023-01-26 01:12:24
439,Okmulgee,35.6234,-95.9605,38.37,75,75,5.75,US,2023-01-26 01:10:25
440,Nechi,8.0942,-74.7757,79.0,79,99,0.6,CO,2023-01-26 01:12:25
441,Hami,42.8,93.45,10.38,44,0,7.11,CN,2023-01-26 01:12:25
442,Puerto Leguizamo,-0.1934,-74.7819,76.64,76,100,3.06,CO,2023-01-26 01:12:26
443,Dumas,35.8656,-101.9732,31.53,69,0,9.22,US,2023-01-26 01:12:26
444,Pyapon,16.2833,95.6833,70.61,66,0,1.34,MM,2023-01-26 01:12:27
445,Tena,-0.9833,-77.8167,71.6,87,97,2.73,EC,2023-01-26 01:10:09
446,Vao,-22.6667,167.4833,80.51,78,7,5.06,NC,2023-01-26 01:12:27
447,Kawalu,-7.3817,108.2082,76.32,83,100,1.05,ID,2023-01-26 01:12:28
448,Sola,-13.8833,167.55,82.67,76,100,15.17,VU,2023-01-26 01:12:28
449,Cruz Alta,-28.6386,-53.6064,82.13,38,100,12.44,BR,2023-01-26 01:12:29
450,Cayenne,4.9333,-52.3333,71.64,88,0,0.0,GF,2023-01-26 01:12:29
451,Aktau,43.65,51.2,14.58,45,0,8.48,KZ,2023-01-26 01:12:30
452,Hit,33.6416,42.8251,49.71,33,7,6.38,IQ,2023-01-26 01:12:30
453,Thinadhoo,0.5333,72.9333,80.42,75,22,7.27,MV,2023-01-26 01:12:31
454,Bilgram,27.1833,80.0333,56.64,92,0,5.46,IN,2023-01-26 01:12:31
455,Mayahi,13.9553,7.6712,69.91,12,0,9.08,NE,2023-01-26 01:12:31
456,Bitung,1.4451,125.1824,81.45,82,100,8.93,ID,2023-01-26 01:12:32
457,Salinas,36.6777,-121.6555,63.48,52,0,4.61,US,2023-01-26 01:12:32
458,Zeya,53.75,127.2667,-28.97,92,28,0.76,RU,2023-01-26 01:12:33
459,Maningrida,-12.0667,134.2667,83.21,73,100,5.19,AU,2023-01-26 01:12:33
460,Bam,29.106,58.357,37.42,40,69,0.54,IR,2023-01-26 01:12:33
461,Pine Bluff,34.2284,-92.0032,40.95,78,100,6.91,US,2023-01-26 01:12:34
462,Daru,-9.0763,143.2092,82.69,79,100,2.51,PG,2023-01-26 01:12:34
463,Onega,63.9061,38.1404,35.08,99,100,16.78,RU,2023-01-26 01:12:35
464,Kudahuvadhoo,2.6708,72.8944,79.61,74,92,4.59,MV,2023-01-26 01:12:35
465,Svarstad,59.399,9.9698,39.56,1,3,5.99,NO,2023-01-26 01:12:36
466,Herouville-Saint-Clair,49.2109,-0.3065,45.59,93,100,11.5,FR,2023-01-26 01:12:36
467,Tommot,58.9564,126.2925,-42.38,99,98,1.3,RU,2023-01-26 01:12:37
468,Yambio,4.5721,28.3955,73.85,41,75,2.46,SS,2023-01-26 01:12:37
469,Itarema,-2.9248,-39.9167,77.45,80,100,6.82,BR,2023-01-26 01:07:43
470,Fort Frances,48.5999,-93.4003,8.82,72,0,6.91,CA,2023-01-26 01:08:39
471,Zhanakorgan,43.9098,67.2495,22.57,72,29,2.71,KZ,2023-01-26 01:12:38
472,Noumea,-22.2763,166.4572,85.98,78,17,6.2,NC,2023-01-26 01:12:38
473,Cody,44.5263,-109.0565,32.2,39,100,5.99,US,2023-01-26 01:08:04
474,Chapais,49.7834,-74.8492,6.17,93,100,5.61,CA,2023-01-26 01:12:39
475,Kommunar,59.6206,30.39,36.93,97,100,11.14,RU,2023-01-26 01:12:39
476,Camacari,-12.6975,-38.3242,80.37,86,65,6.42,BR,2023-01-26 01:12:40
477,Alberton,46.8168,-64.0654,12.31,77,100,4.27,CA,2023-01-26 01:12:40
478,Husavik,66.0449,-17.3389,30.76,73,100,17.0,IS,2023-01-26 01:12:40
479,Opuwo,-18.0607,13.84,69.1,72,100,3.98,,2023-01-26 01:12:41
480,Tezu,27.9167,96.1667,59.58,43,12,3.27,IN,2023-01-26 01:12:41
481,Hermiston,45.8404,-119.2895,48.22,77,0,3.44,US,2023-01-26 01:12:42
482,Sobolevo,54.4299,31.8996,27.0,78,100,8.86,RU,2023-01-26 01:12:42
483,Richards Bay,-28.783,32.0377,72.41,94,95,6.98,ZA,2023-01-26 01:12:43
484,Portland,45.5234,-122.6762,47.61,84,100,3.44,US,2023-01-26 01:12:03
485,Coulommiers,48.8145,3.085,31.86,94,8,3.51,FR,2023-01-26 01:12:43
486,Lorengau,-2.0226,147.2712,81.73,80,100,6.55,PG,2023-01-26 01:12:44
487,San Cristobal,7.7669,-72.225,69.98,69,20,1.83,VE,2023-01-26 01:12:44
488,Hualmay,-11.0964,-77.6139,72.28,78,100,7.2,PE,2023-01-26 01:12:45
489,Araouane,18.9048,-3.5265,70.52,17,60,9.06,ML,2023-01-26 01:12:45
490,Kenora,49.8167,-94.4337,-1.68,99,41,3.76,CA,2023-01-26 01:12:45
491,Porto Novo,6.4965,2.6036,78.85,88,5,5.95,BJ,2023-01-26 01:12:46
492,Athabasca,54.7169,-113.2854,29.5,94,100,5.88,CA,2023-01-26 01:09:54
493,Kolo,52.2002,18.6387,31.24,85,99,3.8,PL,2023-01-26 01:12:47
494,Isiro,2.7739,27.616,64.54,55,94,3.42,CD,2023-01-26 01:12:47
495,Stabat,3.761,98.4513,75.4,93,86,1.41,ID,2023-01-26 01:12:47
496,Henties Bay,-22.116,14.2845,63.25,85,58,5.66,,2023-01-26 01:12:48
497,Kimbe,-5.5502,150.1429,79.29,84,100,0.51,PG,2023-01-26 01:12:48
498,Cumberland,35.0502,-78.8664,63.86,91,100,12.66,US,2023-01-26 01:10:36
499,Bahia Blanca,-38.7196,-62.2724,77.29,26,18,5.14,AR,2023-01-26 01:12:26
500,Beidao,34.5686,105.8933,30.54,23,100,7.58,CN,2023-01-26 01:12:49
501,Ucluelet,48.9329,-125.5528,45.09,89,100,1.86,CA,2023-01-26 01:12:50
502,Gari,59.4307,62.3497,17.69,89,100,16.15,RU,2023-01-26 01:12:50
503,North Platte,41.1239,-100.7654,29.12,85,75,6.91,US,2023-01-26 01:12:51
504,Mingshui,36.7167,117.5,24.17,29,100,3.44,CN,2023-01-26 01:12:51
505,Moramanga,-18.9333,48.2,65.28,90,100,3.11,MG,2023-01-26 01:12:52
506,Mitu,1.1983,-70.1733,73.47,80,11,2.26,CO,2023-01-26 01:12:52
507,Hargeysa,9.56,44.065,56.19,97,42,5.1,SO,2023-01-26 01:12:52
508,Mangan,27.5167,88.5333,55.67,54,99,5.41,IN,2023-01-26 01:12:53
509,Bintulu,3.1667,113.0333,79.81,81,24,5.73,MY,2023-01-26 01:12:53
510,Yalutorovsk,56.6536,66.3006,6.78,92,46,11.5,RU,2023-01-26 01:12:54
511,Mahebourg,-20.4081,57.7,74.25,92,100,10.89,MU,2023-01-26 01:12:54
512,High Level,58.5169,-117.136,15.91,100,100,6.91,CA,2023-01-26 01:12:55
513,Sao Felix Do Xingu,-6.6447,-51.995,71.56,98,100,1.19,BR,2023-01-26 01:12:55
514,Micheweni,-4.9667,39.8333,80.17,77,100,14.27,TZ,2023-01-26 01:12:55
515,Geraldton,-28.7667,114.6,81.01,39,7,9.22,AU,2023-01-26 01:12:56
516,Tooele,40.5308,-112.2983,28.08,100,100,3.44,US,2023-01-26 01:12:56
517,Hervey Bay,-25.2986,152.8535,80.22,66,9,4.52,AU,2023-01-26 01:12:27
518,Byron Bay,-28.65,153.6167,87.19,56,0,7.23,AU,2023-01-26 01:12:57
519,Navalmoral De La Mata,39.8916,-5.5406,39.96,74,2,1.54,ES,2023-01-26 01:11:03
520,Menongue,-14.6585,17.691,60.94,97,100,1.66,AO,2023-01-26 01:12:57
521,Manitouwadge,49.1215,-85.8403,2.8,97,100,6.91,CA,2023-01-26 01:12:58
522,Bichena,10.45,38.2,54.66,36,24,2.24,ET,2023-01-26 01:12:58
523,Bowen,-20.0167,148.2333,83.26,63,11,11.3,AU,2023-01-26 01:12:59
524,Enugu,6.4402,7.4943,74.05,87,12,4.63,NG,2023-01-26 01:12:59
525,Vila Velha,-20.3297,-40.2925,75.15,96,75,6.91,BR,2023-01-26 01:13:00
526,Port Hueneme,34.1478,-119.1951,68.18,36,0,18.41,US,2023-01-26 01:13:00
527,Japura,-0.3167,102.35,72.54,97,100,2.21,ID,2023-01-26 01:13:00
528,Kulhudhuffushi,6.6221,73.07,80.19,74,95,11.86,MV,2023-01-26 01:13:01
529,Kilindoni,-7.9139,39.6668,80.73,77,100,16.49,TZ,2023-01-26 01:13:01
530,Cradock,-32.1642,25.6192,60.67,87,48,1.88,ZA,2023-01-26 01:13:02
531,Sao Paulo De Olivenca,-3.3783,-68.8725,73.22,97,99,1.63,BR,2023-01-26 01:11:20
532,Leh,34.1667,77.5833,6.76,89,97,2.68,IN,2023-01-26 01:13:03
533,Buraydah,26.326,43.975,54.14,85,100,12.19,SA,2023-01-26 01:13:03
534,Paracuru,-3.41,-39.0306,76.1,78,100,5.57,BR,2023-01-26 01:13:04
535,Itoman,26.1247,127.6694,64.78,62,40,10.36,JP,2023-01-26 01:13:05
536,Bathsheba,13.2167,-59.5167,79.41,65,40,18.41,BB,2023-01-26 01:13:05
537,Victor Harbor,-35.5667,138.6167,72.68,72,0,1.01,AU,2023-01-26 01:13:06
538,San Jeronimo,-11.9472,-75.2829,53.74,80,100,2.73,PE,2023-01-26 01:13:06
539,Mareeba,-17.0,145.4333,86.43,66,67,7.2,AU,2023-01-26 01:13:07
540,Talaja,21.35,72.05,57.2,35,15,15.79,IN,2023-01-26 01:13:08
541,Aklavik,68.2191,-135.0107,-5.3,97,100,11.7,CA,2023-01-26 01:13:08
542,Souris,49.6172,-100.2612,2.62,99,86,5.08,CA,2023-01-26 01:13:09
543,Maniitsoq,65.4167,-52.9,20.7,88,100,17.05,GL,2023-01-26 01:13:09
544,La Peca,-5.6111,-78.435,69.51,83,43,4.05,PE,2023-01-26 01:13:10
545,Nuuk,64.1835,-51.7216,23.59,95,100,9.6,GL,2023-01-26 01:13:10
546,Pestravka,52.405,49.9583,4.23,89,10,5.99,RU,2023-01-26 01:13:11
547,Kiunga,-6.1219,141.2906,75.76,94,100,1.9,PG,2023-01-26 01:13:11
548,Iwanai,42.9744,140.5089,18.32,81,100,17.81,JP,2023-01-26 01:10:23
549,Jardim,-21.4803,-56.1381,79.92,61,59,3.18,BR,2023-01-26 01:13:12
550,Copperas Cove,31.1241,-97.9031,45.93,63,0,8.05,US,2023-01-26 01:13:13
551,Port Hedland,-20.3167,118.5667,95.05,46,8,10.36,AU,2023-01-26 01:13:13
552,Kedrovyy,56.1667,91.8167,9.45,93,100,11.88,RU,2023-01-26 01:13:14
553,Guerrero Negro,27.9769,-114.0611,63.66,31,83,3.47,MX,2023-01-26 01:13:14
554,Sines,37.9562,-8.8698,43.29,67,0,9.95,PT,2023-01-26 01:13:14
555,Tahoua,14.8888,5.2692,74.52,11,5,8.88,NE,2023-01-26 01:13:15
556,Kajaani,64.2273,27.7285,33.85,100,100,9.22,FI,2023-01-26 01:13:15
557,Pimentel,-6.8367,-79.9342,73.69,68,75,16.11,PE,2023-01-26 01:13:16
558,Kysyl-Syr,63.8986,122.7617,-59.44,100,70,3.6,RU,2023-01-26 01:13:16
559,Okahandja,-21.9833,16.9167,72.5,53,100,3.83,,2023-01-26 01:13:17
560,Touros,-5.1989,-35.4608,78.89,73,33,9.69,BR,2023-01-26 01:13:17
561,Gambela,8.25,34.5833,80.53,35,19,2.89,ET,2023-01-26 01:13:17
562,Novyy Urengoy,66.0833,76.6333,-1.3,97,31,8.88,RU,2023-01-26 01:13:18
563,Asilah,35.465,-6.0348,42.76,78,0,9.91,MA,2023-01-26 01:13:19
564,Inuvik,68.3499,-133.7218,-5.39,98,100,8.03,CA,2023-01-26 01:13:19
565,Shimoda,34.6667,138.95,40.1,59,3,25.7,JP,2023-01-26 01:13:20
566,Kawanoe,34.0167,133.5667,40.35,54,12,7.05,JP,2023-01-26 01:13:21
567,Hastings,50.8552,0.5729,43.92,87,100,23.8,GB,2023-01-26 01:13:21
568,Noyabrsk,63.1994,75.4507,0.19,95,10,13.76,RU,2023-01-26 01:13:21
569,Coquimbo,-29.9533,-71.3436,62.33,88,0,8.05,CL,2023-01-26 01:13:22
570,Santarem,-2.4431,-54.7083,77.13,100,40,3.44,BR,2023-01-26 01:13:22
571,Huilong,31.8111,121.655,39.92,71,56,4.68,CN,2023-01-26 01:13:23
572,Manavalakurichi,8.1333,77.3,72.45,80,25,6.51,IN,2023-01-26 01:13:23
573,Moses Lake,47.1301,-119.2781,35.96,80,0,3.44,US,2023-01-26 01:13:24
574,La Seyne-Sur-Mer,43.0982,5.8847,46.89,69,84,8.1,FR,2023-01-26 01:13:24
575,Buena Vista,43.4203,-83.8986,32.29,93,100,12.66,US,2023-01-26 01:13:25
576,Pangnirtung,66.1451,-65.7125,-30.48,99,100,1.54,CA,2023-01-26 01:13:25
577,Changli,39.7042,119.1506,16.81,30,100,3.94,CN,2023-01-26 01:13:26
578,Nishihara,26.1842,127.7558,64.06,61,40,10.36,JP,2023-01-26 01:13:26
579,Jacareacanga,-6.2222,-57.7528,72.97,99,100,2.39,BR,2023-01-26 01:13:27
